tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
51145,Tom Gilroy,Ned Beatty|Liev Schreiber|Campbell Scott
32040,John Cassavetes,Ben Gazzara|Timothy Carey|Seymour Cassel
24134,John Schlesinger,Julie Christie|Laurence Harvey|Dirk Bogarde
18904,Delmer Daves,Richard Egan|Dorothy McGuire|Sandra Dee
37719,Sam Wood,Groucho Marx|Chico Marx|Harpo Marx
1818,François Truffaut,Charles Aznavour|Marie Dubois|Nicole Berger
255,François Truffaut,Jean-Pierre Léaud|Claude Jade|Delphine Seyrig
10744,Wayne Kramer,William H. Macy|Alec Baldwin|Maria Bello
10511,Jim Sheridan,Paddy Considine|Samantha Morton|Sarah Bolger
10028,Bille Woodruff,Jessica Alba|Mekhi Phifer|Joy Bryant
616,Edward Zwick,Tom Cruise|Ken Watanabe|William Atherton
587,Tim Burton,Ewan McGregor|Albert Finney|Billy Crudup
6964,Nancy Meyers,Jack Nicholson|Diane Keaton|Keanu Reeves
1792,Bobby Farrelly,Matt Damon|Greg Kinnear|Eva Mendes
3635,Peter Webber,Scarlett Johansson|Colin Firth|Cillian Murphy
41488,Norman Jewison,Michael Caine|Tilda Swinton|Jeremy Northam
122,Peter Jackson,Elijah Wood|Ian McKellen|Viggo Mortensen
11820,Mike Newell,Julia Roberts|Kirsten Dunst|Julia Stiles
8696,Nigel Cole,Helen Mirren|Julie Walters|John Alderton
12698,Errol Morris,Robert McNamara|Errol Morris|Fidel Castro
11093,Vadim Perelman,Jennifer Connelly|Ben Kingsley|Ron Eldard
504,Patty Jenkins,Charlize Theron|Christina Ricci|Bruce Dern
11007,Shawn Levy,Steve Martin|Bonnie Hunt|Piper Perabo
2289,Anthony Minghella,Jude Law|Nicole Kidman|Renée Zellweger
9620,John Woo,Ben Affleck|Aaron Eckhart|Uma Thurman
10601,P.J. Hogan,Jeremy Sumpter|Jason Isaacs|Rachel Hurd-Wood
52036,Robert Altman,Neve Campbell|Malcolm McDowell|James Franco
37088,Nick Broomfield,Aileen Wuornos|Nick Broomfield
31026,Nuri Bilge Ceylan,Muzaffer Özdemir|Emin Toprak|Zuhal Gencer
5966,John Hamburg,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman
14757,Siddiq Barmak,Marina Golbahari|Arif Herati|Zubaida Sahar
11034,Jack Clayton,Robert Redford|Mia Farrow|Bruce Dern
25095,Peter Kosminsky,Juliette Binoche|Ralph Fiennes|Jeremy Northam
26983,Robert Wise,Harry Belafonte|Robert Ryan|Shelley Winters
52867,George Axelrod,Roddy McDowall|Tuesday Weld|Lola Albright
27465,Eugene Levy,John Candy|Jim Belushi|Cybill Shepherd
31395,Bill Fishman,David Johansen|John C. McGinley|Fran Drescher
131313,Delbert Mann,Susannah York|George C. Scott|Ian Bannen
15797,Sheldon Lettich,Mark Dacascos|Geoffrey Lewis|Stacey Travis
9548,Renny Harlin,Andrew Dice Clay|Wayne Newton|Priscilla Presley
26712,Raoul Walsh,Humphrey Bogart|Zero Mostel|Ted de Corsia
1882,Fred Zinnemann,Marlon Brando|Teresa Wright|Everett Sloane
17258,James Toback,Molly Ringwald|Robert Downey Jr.|Dennis Hopper
34681,Bob Odenkirk,Michael Blieden|Stephanie Courtney|Annabelle Gurwitch
33642,Richard Rush,Adam Roarke|Jack Nicholson|Sabrina Scharf
427,Jacques Tati,Jacques Tati|Jean-Pierre Zola|Adrienne Servantie
43049,Henry Levin,Dolores Hart|George Hamilton|Yvette Mimieux
3022,Victor Fleming,Spencer Tracy|Ingrid Bergman|Lana Turner
778,Jacques Tati,Jacques Tati|Nathalie Pascaud|Micheline Rolla
3088,John Ford,Henry Fonda|Linda Darnell|Victor Mature
23152,Joseph L. Mankiewicz,Cary Grant|Jeanne Crain|Finlay Currie
23567,Howard Hawks,Cary Grant|Ann Sheridan|Marion Marshall
22584,Howard Hawks,Humphrey Bogart|Walter Brennan|Lauren Bacall
27725,Raoul Walsh,Ida Lupino|Humphrey Bogart|Alan Curtis
16227,Delmer Daves,Humphrey Bogart|Lauren Bacall|Bruce Bennett
16933,Raoul Walsh,George Raft|Ann Sheridan|Ida Lupino
37833,Louis J. Gasnier,Dorothy Short|Kenneth Craig|Lillian Miles
18995,Rudolph Maté,Edmond O'Brien|Pamela Britton|Luther Adler
14239,Ralph Bakshi,Kim Basinger|Gabriel Byrne|Brad Pitt
405,Federico Fellini,Anthony Quinn|Giulietta Masina|Richard Basehart
9696,Takashi Miike,Tadanobu Asano|Nao Omori|Shinya Tsukamoto
4917,L.Q. Jones,Don Johnson|Susanne Benton|Jason Robards
5055,Andrzej Wajda,Zbigniew Cybulski|Ewa Krzyżewska|Waclaw Zastrzezynski
3059,D.W. Griffith,Lillian Gish|Mae Marsh|Robert Harron
28586,Bert I. Gordon,Richard Carlson|Lugene Sanders|Juli Reding
11708,Ken Hughes,Dick Van Dyke|Sally Ann Howes|Lionel Jeffries
27329,Chatrichalerm Yukol,M.L. Piyapas Bhirombhakdi|Sarunyu Wongkrachang|Chatchai Plengpanich
20444,Arthur Hiller,Jack Lemmon|Sandy Dennis|Sandy Baron
1954,Eric Bress,Ashton Kutcher|Melora Walters|Amy Smart
13476,Robert Luketic,Josh Duhamel|Kate Bosworth|Topher Grace
11194,Kevin Macdonald,Brendan Mackey|Nicholas Aaron|Richard Hawking
12634,George Armitage,Owen Wilson|Morgan Freeman|Gary Sinise
13505,Brian Robbins,Chris Evans|Bryan Greenberg|Scarlett Johansson
15708,C. Jay Cox,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset
14292,Gavin O'Connor,Kurt Russell|Patricia Clarkson|Noah Emmerich
1278,Bernardo Bertolucci,Michael Pitt|Eva Green|Louis Garrel
18841,Larry Blamire,Fay Masterson|Andrew Parks|Susan McConnell
21968,Gordon Parks Jr.,Ron O'Neal|Carl Lee|Sheila Frazier
76176,Dale Resteghini,Eminem|Vanilla Ice|Pras
18446,Jonathan Demme,Goldie Hawn|Kurt Russell|Christine Lahti
11023,Catherine Hardwicke,Evan Rachel Wood|Nikki Reed|Vanessa Hudgens
1824,Peter Segal,Adam Sandler|Drew Barrymore|Rob Schneider
16784,Donald Petrie,Ray Romano|Gene Hackman|Marcia Gay Harden
337,François Dupeyron,Omar Sharif|Pierre Boulanger|Gilbert Melki
11951,Richard C. Sarafian,Barry Newman|Cleavon Little|Dean Jagger
28963,Raoul Walsh,Douglas Fairbanks|Snitz Edwards|Charles Belcher
2576,George Stevens,Millie Perkins|Joseph Schildkraut|Shelley Winters
19345,Bob Rafelson,Debra Winger|Theresa Russell|Sami Frey
12775,Paul Verhoeven,Rutger Hauer|Jennifer Jason Leigh|Tom Burlinson
9838,J. Lee Thompson,Richard Chamberlain|Sharon Stone|Herbert Lom
50075,Albert Parker,Douglas Fairbanks|Billie Dove|Anders Randolf
42852,Sam Wood,Robert Donat|Greer Garson|Terry Kilburn
40454,Norman Tokar,Fred MacMurray|Vera Miles|Lillian Gish
8842,Charles S. Dutton,Meg Ryan|Tony Shalhoub|Joe Cortese
11132,Sara Sugarman,Lindsay Lohan|Adam Garcia|Glenne Headly
9352,Jeff Schaffer,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg
615,Mel Gibson,Jim Caviezel|Maia Morgenstern|Monica Bellucci
11217,Jay Chandrasekhar,Kevin Heffernan|Jay Chandrasekhar|Paul Soter
10677,Guy Ferland,Diego Luna|Romola Garai|Sela Ward
338,Wolfgang Becker,Daniel Brühl|Katrin Sass|Chulpan Khamatova
2023,Joe Johnston,Viggo Mortensen|Zuleikha Robinson|Omar Sharif
9384,Todd Phillips,Ben Stiller|Owen Wilson|Snoop Dogg
797,Ingmar Bergman,Bibi Andersson|Liv Ullmann|Margaretha Krook
1723,Martin Ritt,Woody Allen|Michael Murphy|Herschel Bernardi
25955,Samuel Fuller,Richard Widmark|Jean Peters|Thelma Ritter
24548,Lisa Gottlieb,Joyce Hyser|Clayton Rohner|Billy Jayne
37044,James Marsh,Ian Holm
10591,Luke Greenfield,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant
1586,David Koepp,Johnny Depp|John Turturro|Maria Bello
11169,David Mamet,Val Kilmer|Derek Luke|William H. Macy
49689,Nir Bergman,Orly Silbersatz Banai|Maya Maron|Daniel Magon
156,Lone Scherfig,Jamie Sives|Adrian Rawlins|Shirley Henderson
10433,John McNaughton,Robert De Niro|Uma Thurman|Bill Murray
47168,Terry Jones,Terry Jones|Steve Coogan|Eric Idle
43236,Mark Robson,Lana Turner|Diane Varsi|Hope Lange
142168,Rosanna Arquette,Patricia Arquette|Rosanna Arquette|Emmanuelle Béart
924,Zack Snyder,Sarah Polley|Ving Rhames|Jake Weber
38,Michel Gondry,Jim Carrey|Kate Winslet|Kirsten Dunst
11081,D.J. Caruso,Angelina Jolie|Ethan Hawke|Kiefer Sutherland
9541,Kevin Smith,Ben Affleck|Raquel Castro|Liv Tyler
5516,Joel Coen,Tom Hanks|Irma P. Hall|Marlon Wayans
11024,Raja Gosnell,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard
553,Lars von Trier,Nicole Kidman|Harriet Andersson|Lauren Bacall
10544,Gregor Jordan,Heath Ledger|Orlando Bloom|Geoffrey Rush
1487,Guillermo del Toro,Ron Perlman|Selma Blair|Rupert Evans
13700,Will Finn,Roseanne Barr|Judi Dench|Jennifer Tilly
11137,Martha Coolidge,Julia Stiles|Luke Mably|Ben Miller
11358,Kevin Bray,Dwayne Johnson|Johnny Knoxville|Neal McDonough
10733,John Lee Hancock,Dennis Quaid|Billy Bob Thornton|Jason Patric
14442,Tommy O'Haver,Anne Hathaway|Hugh Dancy|Cary Elwes
2122,Howard Deutch,Bruce Willis|Matthew Perry|Amanda Peet
25300,Gabriele Salvatores,Giuseppe Cristiano|Dino Abbrescia|Aitana Sánchez-Gijón
6844,Cecil B. DeMille,Charlton Heston|Yul Brynner|Anne Baxter
923,George A. Romero,David Emge|Ken Foree|Scott H. Reiniger
10338,Ken Annakin,Stuart Whitman|Sarah Miles|James Fox
33839,Walter Lang,Clifton Webb|Myrna Loy|Jeanne Crain
133919,Ingmar Bergman,Liv Ullmann|Erland Josephson|Bibi Andersson
20278,Charles Barton,Bud Abbott|Lou Costello|Clyde Beatty
4365,Tina Hirsch,Nadine Van der Velde|Charlie Stratton|Harvey Korman
42228,Robert Benton,Art Carney|Lily Tomlin|Bill Macy
10843,Martin Scorsese,Griffin Dunne|Rosanna Arquette|Verna Bloom
15673,Michael Lembeck,Nia Vardalos|Toni Collette|David Duchovny
393,Quentin Tarantino,Uma Thurman|David Carradine|Daryl Hannah
7220,Jonathan Hensleigh,Thomas Jane|John Travolta|Will Patton
10096,Gary Winick,Jennifer Garner|Mark Ruffalo|Judy Greer
9509,Tony Scott,Denzel Washington|Dakota Fanning|Marc Anthony
10710,Barry Levinson,Ben Stiller|Jack Black|Rachel Weisz
11058,Nick Hamm,Greg Kinnear|Rebecca Romijn|Robert De Niro
11141,Peter Howitt,Pierce Brosnan|Julianne Moore|Michael Sheen
10625,Mark Waters,Lindsay Lohan|Rachel McAdams|Tim Meadows
11025,Dennie Gordon,Ashley Olsen|Mary-Kate Olsen|Eugene Levy
7131,Stephen Sommers,Hugh Jackman|Kate Beckinsale|Richard Roxburgh
30125,Alejandro Agresti,Rodrigo Noya|Carmen Maura|Julieta Cardinali
652,Wolfgang Petersen,Brad Pitt|Orlando Bloom|Eric Bana
8440,Hector Babenco,Luiz Carlos Vasconcelos|Milton Gonçalves|Ivan de Almeida
883,Jim Jarmusch,Roberto Benigni|Steven Wright|Joie Lee
42015,Jonathan Demme,Spalding Gray
11864,Wolfgang Petersen,"Dennis Quaid|Louis Gossett, Jr.|Brion James"
9461,Robert Clouse,Bruce Lee|Sammo Hung|Jackie Chan
132,Albert Maysles,Mick Jagger|Keith Richards|Charlie Watts
17993,Philip Kaufman,Fred Ward|Uma Thurman|Maria de Medeiros
26517,George A. Romero,John Amplas|Lincoln Maazel|Christine Forrest
28285,Nunnally Johnson,Joanne Woodward|David Wayne|Lee J. Cobb
22137,Lars von Trier,Ernst-Hugo Järegård|Laura Christensen|Baard Owe
10035,Michael Davis,Jonathan Tucker|Emmanuelle Chriqui|James DeBello
502,Sidney Lumet,Henry Fonda|Walter Matthau|Fritz Weaver
30959,Masaki Kobayashi,Michiyo Aratama|Misako Watanabe|Rentarô Mikuni
20561,Michael Apted,
667,Lewis Gilbert,Sean Connery|Akiko Wakabayashi|Karin Dor
700,John Glen,Roger Moore|Maud Adams|Louis Jourdan
21594,Fritz Lang,Anne Baxter|Richard Conte|Ann Sothern
26976,Mike Nichols,Emma Thompson|Christopher Lloyd|Eileen Atkins
36670,Irvin Kershner,Sean Connery|Kim Basinger|Klaus Maria Brandauer
18872,Hirokazu Koreeda,Makiko Esumi|Takashi Naito|Tadanobu Asano
44864,Ingmar Bergman,Josef Köstlinger|Irma Urrila|Håkan Hagegård
43818,Robert Z. Leonard,Laurence Olivier|Greer Garson|Edward Ashley
43525,John Huston,Bette Davis|Olivia de Havilland|George Brent
20640,George Stevens,Spencer Tracy|Katharine Hepburn|Fay Bainter
50363,David Lean,Katharine Hepburn|Rossano Brazzi|Isa Miranda
633,Paul Verhoeven,Rutger Hauer|Jeroen Krabbé|Susan Penhaligon
5511,Jean-Pierre Melville,Alain Delon|François Périer|Nathalie Delon
41003,Luis Mandoki,Susan Sarandon|James Spader|Kathy Bates
13936,Fred Zinnemann,Gordon MacRae|Shirley Jones|Gloria Grahame
294,Donna Deitch,Helen Shaver|Patricia Charbonneau|Audra Lindley
11507,Brian De Palma,Craig Wasson|Melanie Griffith|Gregg Henry
1162,Arthur Penn,Anne Bancroft|Patty Duke|Victor Jory
34328,Nick Broomfield,Spalding Gray
14684,Robert Mandel,Brendan Fraser|Matt Damon|Chris O'Donnell
58467,Jonathan Kahn,Dominique Swain|Sean Patrick Flanery|Summer Phoenix
163869,Andrew Gallerani,Jeremy Piven|Sherilyn Fenn|JoBeth Williams
13937,Brian De Palma,John Lithgow|Lolita Davidovich|Steven Bauer
10940,Michael Vejar,Bruce Boxleitner|Mira Furlan|Richard Biggs
31965,Michael Reeves,Vincent Price|Ian Ogilvy|Rupert Davies
24012,Laurence Olivier,Marilyn Monroe|Laurence Olivier|Sybil Thorndike
988,James Bridges,Jane Fonda|Jack Lemmon|Michael Douglas
204,Henri-Georges Clouzot,Yves Montand|Charles Vanel|Peter van Eyck
9356,Amy Heckerling,John Travolta|Kirstie Alley|Bruce Willis
32430,Leo McCarey,Bing Crosby|Ingrid Bergman|Henry Travers
33575,George Cukor,Spencer Tracy|Katharine Hepburn|Aldo Ray
13913,Victor Heerman,Groucho Marx|Harpo Marx|Chico Marx
18209,Stanley Donen,Peter Cook|Dudley Moore|Raquel Welch
25508,Jacques Tourneur,Simone Simon|Kent Smith|Tom Conway
18978,Joshua Logan,Richard Harris|Vanessa Redgrave|Franco Nero
12310,Richard Lester,Oliver Reed|Raquel Welch|Richard Chamberlain
25736,Tay Garnett,Lana Turner|John Garfield|Cecil Kellaway
44807,Glen Goei,Adrian Pang|Medaline Tan|Pierre Png
9872,Joe Dante,Ethan Hawke|River Phoenix|Bobby Fite
2786,Jean-Luc Godard,Jean-Paul Belmondo|Anna Karina|Graziella Galvani
26133,Mick Jackson,Jack Lemmon|Hank Azaria|Wendy Moniz
11533,Don Chaffey,Todd Armstrong|Nancy Kovack|Gary Raymond
1394,Andrei Tarkovsky,Oleg Yankovskiy|Erland Josephson|Domiziana Giordano
140207,John Irvin,Alec Guinness|Michael Jayston|Anthony Bate
13553,Abel Ferrara,Abel Ferrara|Carolyn Marz|Baybi Day
3777,Akira Kurosawa,Toshirō Mifune|Isuzu Yamada|Akira Kubo
11659,Marco Tullio Giordana,Luigi Lo Cascio|Alessio Boni|Adriana Asti
10604,Mihalis Kakogiannis,Anthony Quinn|Alan Bates|Irene Papas
16876,Guy Ferland,Tom Cavanagh|Ben Foster|Randy Harrison
37437,James B. Clark,Ted Eccles|Theodore Bikel|Tudi Wiggins
9545,Luis Llosa,Tom Berenger|Billy Zane|J.T. Walsh
28030,Roko Belic,Paul Pena|Kongar-ol Ondar
16514,Jesse Hibbs,Audie Murphy|Marshall Thompson|Charles Drake
1926,Alejandro González Iñárritu,Ernest Borgnine|Maryam Karimi|Emmanuelle Laborit
31112,Phil Roman,Arrin Skelley|Laura Planting|Casey Carlson
11060,Mike Figgis,Richard Gere|Andy García|Laurie Metcalf
17365,Alan J. Pakula,Warren Beatty|Paula Prentiss|William Daniels
11474,Walter Hill,Michael Beck|James Remar|David Patrick Kelly
49320,Olli Saarela,Peter Franzén|Irina Björklund|Kari Heiskanen
10916,Michael Vejar,Bruce Boxleitner|Jerry Doyle|Jeff Conaway
10921,Janet Greek,Jerry Doyle|Tracy Scoggins|Jeff Conaway
10941,Jesús Salvador Treviño,Bruce Boxleitner|Claudia Christian|Mira Furlan
24798,David Byrne,David Byrne|John Goodman|Swoosie Kurtz
4923,John Boorman,Sean Connery|Charlotte Rampling|Sara Kestelman
36741,Hal E. Chester,Ian Carmichael|Terry-Thomas|Alastair Sim
11656,Ingmar Bergman,Max von Sydow|Birgitta Valberg|Gunnel Lindblom
25009,John Ford,Clark Gable|Ava Gardner|Grace Kelly
40092,Norman Z. McLeod,Danny Kaye|Virginia Mayo|Boris Karloff
10133,Vincenzo Natali,Jeremy Northam|Lucy Liu|Nigel Bennett
14589,W.S. Van Dyke,William Powell|Myrna Loy|Virginia Grey
14594,Richard Thorpe,William Powell|Myrna Loy|Lucile Watson
14590,W.S. Van Dyke,William Powell|Myrna Loy|Barry Nelson
14588,W.S. Van Dyke,William Powell|Myrna Loy|James Stewart
14595,Edward Buzzell,William Powell|Myrna Loy|Keenan Wynn
9459,Michael Wadleigh,Joe Cocker|Richie Havens|Joan Baez
24965,George Stevens,Cary Grant|Victor McLaglen|Douglas Fairbanks Jr.
192936,Greg Yaitanes,Alec Newman|Susan Sarandon|James McAvoy
876,John Harrison,William Hurt|Alec Newman|Saskia Reeves
1583,Christian Zübert,Lucas Gregorowicz|Moritz Bleibtreu|Marie Zielcke
17653,Corey Yuen Kwai,Jet Li|Josephine Siao|Vincent Zhao
11069,S. S. Wilson,Fred Ward|Chris Gartin|Helen Shaver
10829,Brent Maddock,Michael Gross|Shawn Christian|Susan Chuang
86959,Randal Kleiser,Jesse Birdsall|Helena Bonham Carter|Jane Horrocks
9698,Alex Cox,Dick Rude|Sy Richardson|Courtney Love
26860,Victor Halperin,Bela Lugosi|John Harron|Madge Bellamy
29049,John Gilling,André Morell|Diane Clare|Brook Williams
27130,Jacques Tourneur,Frances Dee|Tom Conway|James Ellison
22682,David Swift,Robert Morse|Michele Lee|Rudy Vallee
11577,Sam Peckinpah,James Coburn|Kris Kristofferson|Richard Jaeckel
40810,Shigehiro Ozawa,Sonny Chiba|Goichi Yamada|Yutaka Nakajima
336,Sergio Leone,James Coburn|Rod Steiger|Romolo Valli
11942,Sam Peckinpah,Warren Oates|Isela Vega|Robert Webber
23330,Sam Peckinpah,Jason Robards|Stella Stevens|David Warner
49636,Jimmy Wang Yu,Jimmy Wang Yu|Kam Kong|Doris Lung Chun-Erh
222,Walter Ruttmann,Paul von Hindenburg
10686,Hiroyuki Nakano,Morio Kazama|Tomoyasu Hotei|Tamaki Ogawa
43096,Paul Wendkos,Sandra Dee|James Darren|Cliff Robertson
25858,Akira Kurosawa,Michiyo Kogure|Reisaburô Yamamoto|Toshirō Mifune
14262,John Waters,Liz Renay|Mink Stole|Susan Lowe
38701,Robert Fuest,Ernest Borgnine|Eddie Albert|Ida Lupino
33357,Terence Young,Charles Bronson|Lino Ventura|Jill Ireland
30368,Akira Kurosawa,Toshirō Mifune|Takashi Shimura|Keiko Awaji
1059,Akira Kurosawa,Toshirō Mifune|Takashi Shimura|Minoru Chiaki
12493,Akira Kurosawa,Toshirō Mifune|Tatsuya Nakadai|Kyôko Kagawa
14273,Marc Singer,Marc Singer
11030,Woody Allen,Woody Allen|Mia Farrow|John Buckwalter
29454,Ingmar Bergman,Liv Ullmann|Erland Josephson|Aino Taube
26372,Ingmar Bergman,Liv Ullmann|Max von Sydow|Sigge Fürst
29455,Ingmar Bergman,Ingrid Thulin|Gunnar Björnstrand|Gunnel Lindblom
11602,Ingmar Bergman,Harriet Andersson|Gunnar Björnstrand|Max von Sydow
11700,Ingmar Bergman,Gunnar Björnstrand|Ulla Jacobsson|Björn Bjelfvenstam
47735,Ingmar Bergman,Harriet Andersson|Lars Ekborg|Dagmar Ebbesen
14638,Robert Siodmak,Burt Lancaster|Ava Gardner|Edmond O'Brien
14703,John Huston,Richard Burton|Ava Gardner|Deborah Kerr
3547,John Huston,Elizabeth Taylor|Marlon Brando|Brian Keith
41089,John Huston,Albert Finney|Jacqueline Bisset|Anthony Andrews
42179,John Huston,Brad Dourif|John Huston|Harry Dean Stanton
20481,Clive Barker,Craig Sheffer|Anne Bobby|David Cronenberg
31581,Roger Corman,Shelley Winters|Bruce Dern|Robert De Niro
22694,Roger Corman,Peter Fonda|Susan Strasberg|Bruce Dern
7090,Edward Lachman,James Ransone|Tiffany Limos|Maeve Quinlan
42632,D.A. Pennebaker,Scott McKenzie|Denny Doherty|John Phillips
5902,Richard Attenborough,Dirk Bogarde|James Caan|Michael Caine
10775,Andrew Lau,Andy Lau|Tony Leung Chiu-Wai|Anthony Wong
4552,Kim Jee-woon,Im Soo-jung|Yum Jung-ah|Moon Geun-Young
12762,Woody Allen,Woody Allen|Mia Farrow|Nick Apollo Forte
14510,Stuart Gordon,Jeffrey Combs|Barbara Crampton|Ken Foree
24341,Stuart Gordon,Ian Patrick Williams|Carolyn Purdy-Gordon|Carrie Lorraine
26326,Allan Arkush,P.J. Soles|Vince Van Patten|Clint Howard
13282,Paul Bartel,David Carradine|Simone Griffeth|Sylvester Stallone
42725,Roger Corman,Peter Fonda|Nancy Sinatra|Bruce Dern
24111,Mark Robson,Boris Karloff|Anna Lee|Richard Fraser
18283,Vincente Minnelli,Gene Kelly|Van Johnson|Cyd Charisse
33731,Irving Rapper,Natalie Wood|Gene Kelly|Claire Trevor
13823,John G. Avildsen,Stephen Dorff|Armin Mueller-Stahl|Alois Moyo
14108,Sam Green,Lili Taylor|Bernardine Dohrn|Mark Rudd
4291,Takeshi Kitano,Takeshi Kitano|Yusuke Sekiguchi|Kayoko Kishimoto
113,Kim Ki-duk,Kim Ki-duk|Kim Young-min|Ha Yeo-jin
28476,Abe Levitow,Butch Patrick|Mel Blanc|Daws Butler
5916,Sam Peckinpah,Steve McQueen|Ali MacGraw|Ben Johnson
12205,Hideo Nakata,Hitomi Kuroki|Mirei Oguchi|Fumiyo Kohinata
3001,William Wyler,Audrey Hepburn|Peter O'Toole|Eli Wallach
11574,Burt Kennedy,James Garner|Joan Hackett|Walter Brennan
203,Martin Scorsese,Harvey Keitel|Robert De Niro|David Proval
29740,Mervyn LeRoy,Paul Muni|Glenda Farrell|Helen Vinson
26268,Jack Smight,Paul Newman|Lauren Bacall|Julie Harris
33632,Richard Brooks,Paul Newman|Geraldine Page|Shirley Knight
316,Andreas Dresen,Steffi Kühnert|Gabriela Maria Schmeide|Thorsten Merten
10355,Kang Je-gyu,Han Seok-kyu|Choi Min-sik|Yunjin Kim
14554,John Sturges,Spencer Tracy|Robert Ryan|Anne Francis
250,Lasse Spang Olsen,Dejan Čukić|Kim Bodnia|Brian Patterson
41277,Jean-François Pouliot,Raymond Bouchard|Dominik Michon-Dagenais|Guy-Daniel Tremblay
42013,Stephen Frears,Shashi Kapoor|Ayub Khan-Din|Frances Barber
631,F.W. Murnau,George O'Brien|Janet Gaynor|Margaret Livingston
25504,Samuel Fuller,Peter Breck|Constance Towers|Gene Evans
1786,Louis Malle,Gaspard Manesse|Raphael Fejtö|Francine Racette
51182,Gough Lewis,Annabel Chong|Ron Jeremy|Jim South
45042,Christine Fugate,Stacy Valentine|Jack Gallagher|Veronica Hart
210937,John Putch,Frank Whaley|Annabeth Gish|Jean Stapleton
16219,Rowdy Herrington,James Marshall|T.E. Russell|Cuba Gooding Jr.
15824,Per Fly,Ulrich Thomsen|Lisa Werlinder|Ghita Nørby
48385,Jack Pollexfen,Lon Chaney Jr.|Max Showalter|Marian Carr
27545,Roger Corman,Susan Cabot|Anthony Eisley|Barboura Morris
22718,Bernard L. Kowalski,Ken Clark|Yvette Vickers|Michael Emmet
11315,Takashi Miike,Riki Takeuchi|Sho Aikawa|Renji Ishibashi
35987,Max Ophüls,Martine Carol|Peter Ustinov|Henri Guisol
29146,Ralph Nelson,Cliff Robertson|Claire Bloom|Lilia Skala
439,Federico Fellini,Marcello Mastroianni|Anita Ekberg|Anouk Aimée
823,Hiroyuki Okiura,Yoshikatsu Fujiki|Sumi Mutou|Hiroyuki Kinosha
20289,Lili Fini Zanuck,Jason Patric|Jennifer Jason Leigh|Sam Elliott
16905,Michael Curtiz,Errol Flynn|Olivia de Havilland|Basil Rathbone
11548,Matthew Robbins,Hume Cronyn|Jessica Tandy|Frank McRae
38291,Lewis Gilbert,Michael Caine|Julie Walters|Michael Williams
41204,Roy Del Ruth,Doris Day|Gordon MacRae|Leon Ames
20532,Kenji Mizoguchi,Kinuyo Tanaka|Yoshiaki Hanayagi|Kyôko Kagawa
2546,Louis Malle,Catherine Demongeot|Philippe Noiret|Hubert Deschamps
42791,Arthur Hiller,James Garner|Julie Andrews|Melvyn Douglas
22522,Charles Jarrott,Richard Burton|Geneviève Bujold|Irene Papas
40478,Elia Kazan,Karl Malden|Carroll Baker|Eli Wallach
5165,Michelangelo Antonioni,Monica Vitti|Gabriele Ferzetti|Lea Massari
5722,Russ Meyer,Dolly Read|Cynthia Myers|Marcia McBroom
5544,Alain Resnais,Emmanuelle Riva|Eiji Okada|Stella Dassas
14696,Kenji Mizoguchi,Masayuki Mori|Machiko Kyô|Kinuyo Tanaka
4909,Fred Zinnemann,Edward Fox|Michael Lonsdale|Olga Georges-Picot
